3.231763001291685367e-01	5.643754390897427475e-01
-2.247989469547524988e-01	2.133722585255758974e-01
6.025097035208352159e-01	2.383327922082081884e-01
1.497559540133295064e+00	3.385303749404631191e-01
-2.916741296982694465e-01	1.167494178559482648e-01
-2.603907490739637010e-01	3.084703834678050038e-02
1.392122395357418441e+00	7.924845324128617641e-01
6.559802867255135617e-01	4.415380125495247388e-01
-5.488520671474793611e-01	1.353073857482151310e-01
5.647580364222788418e-01	3.467949026357761144e-02
-5.706427784208929488e-01	2.128854589277476839e-01
-4.579177262458069553e-01	-1.035840899472294657e-01
1.443585477116460236e-02	6.677881692639254796e-01
-1.727180492504000409e+00	-8.486677955983229493e-01
-1.799012935304545868e+00	-1.005749315653615139e-01
-5.486842843453598739e-01	-1.365210705030912575e-01
-8.849105061922420967e-01	-5.300484522545527710e-01
3.449455102363898629e-01	-2.893226653515951208e-02
-8.203939535844442243e-01	-4.008709249325719259e-01
-1.370653355788074457e+00	-3.634606314033032026e-01
1.323613252253441175e+00	6.486727970092273088e-01
-1.532952362436366123e-01	-2.389505407257229153e-01
6.595468398088427664e-02	1.623025705692025464e-02
-1.558635241591321163e+00	1.166301154630720593e-01
-6.888087979113797221e-01	3.008180132436991117e-01
5.946369381733584286e-02	1.609407998306975895e-01
-1.085479557790700600e+00	-3.829495119172433015e-01
3.407247160129918684e-01	1.623340556758442188e-01
-6.273663961650557397e-01	-3.247503730468079275e-02
-1.691577662876372068e-01	-3.880983259449878320e-01
-5.390108753245932416e-01	-2.783522316487445636e-01
1.911778950855330672e+00	1.631296077296584546e-01
-5.364594737103910854e-02	1.079277839684197465e-01
-1.060329369281544531e+00	-1.793088688962430066e-01
8.225172350949567779e-01	1.451129028034212065e-01
-1.308718322523052757e+00	2.616600386218048691e-02
3.220385432999083863e-01	-2.741173278017731141e-01
-1.691233842660870623e+00	-1.083065337339616852e+00
-1.271116742126723542e+00	-3.909916675205598602e-01
7.755043720436752275e-02	3.625156725678533864e-01
5.211504388039491786e-01	7.272827732112494559e-01
2.081178076778784636e-01	-7.075164258974997455e-02
-2.193530095426416138e-01	2.645344836897812191e-01
-2.789937191592559707e-01	-1.138393665096091995e-01
-1.371643599857660822e+00	-5.543492830257956694e-01
-7.671011402850842487e-01	2.909397434798149940e-03
-4.997911232296736728e-01	2.634716009944773618e-02
1.155117316687450879e+00	-8.284012789072059402e-02
