2.648078061455642285e+00	1.945618169644492301e+00
2.098376799236169266e+00	2.293912049144497090e+00
2.470634469068366368e+00	1.554664554292763956e+00
2.939708724661312722e+00	7.858192458299360084e-01
1.982544092847027706e+00	2.313686971056198693e+00
1.917911025313708162e+00	2.249030685284004960e+00
3.306571249688126102e+00	1.073227068124172678e+00
2.677398587558422527e+00	1.592081985354256268e+00
1.890675230776521776e+00	2.554612274552511941e+00
2.270107351733216206e+00	1.502811579692207467e+00
1.951775690081967607e+00	2.607147276301000627e+00
1.712596539181464816e+00	2.371237873081201375e+00
2.611322473744974726e+00	2.269136147713687546e+00
5.009077507875261404e-01	3.206694621403097134e+00
1.148552436774194163e+00	3.587954629493327552e+00
1.644385892213993339e+00	2.439580542019835097e+00
1.145633620291927057e+00	2.577993127062405243e+00
2.119558733473926981e+00	1.675145893778121620e+00
1.289974092530587813e+00	2.574114055093975839e+00
1.091329660805716362e+00	3.088628709423806740e+00
3.147280339052610287e+00	1.074539972368317997e+00
1.718651897949243557e+00	2.037947804159725429e+00
2.042583262253951926e+00	1.947083959341583626e+00
1.446995065358046340e+00	3.461893273267584892e+00
1.981530531038650400e+00	2.751403963183780554e+00
2.170992343056231455e+00	2.014124112314992665e+00
1.194186391438949002e+00	2.821937118833896641e+00
2.291121105973762617e+00	1.759803873072617542e+00
1.705431124984659208e+00	2.554862506353841489e+00
1.576774303911748998e+00	1.989291560928865055e+00
1.519931365728700801e+00	2.370873017313082975e+00
2.955798330824561226e+00	3.362814010042076696e-01
2.075144034020806494e+00	2.094231992299590228e+00
1.389376420916222710e+00	2.885205561715902256e+00
2.479127757957829914e+00	1.315873587600514760e+00
1.470626190483028450e+00	3.197159837809119942e+00
1.887664700634489323e+00	1.592286971892762804e+00
3.036631441172483736e-01	3.075055211085390372e+00
1.108444059032574813e+00	2.986782782739470399e+00
2.361325007939615084e+00	2.082921178267971740e+00
2.879389733291692899e+00	1.835040280502907351e+00
2.023831621493386024e+00	1.781480274073963477e+00
2.147047074907265873e+00	2.310598444325869583e+00
1.778918655033364438e+00	2.204743585016396334e+00
9.179072941559374144e-01	3.008853145200415469e+00
1.678445859064151335e+00	2.696459301371672446e+00
1.812657780631674376e+00	2.464099377877879693e+00
2.413095019498559424e+00	9.180984300937298226e-01
2.556196330889602741e+00	2.070246685502439288e+00
1.046103937191202871e+00	3.539419235913549677e+00
2.096460083944483799e+00	1.638136139078657738e+00
1.811668316956199343e+00	2.356256900550513400e+00
1.626143491698707866e+00	2.583455765200119103e+00
2.487817707977854731e+00	1.622776804517056526e+00
2.612289401955178558e+00	1.154235894441219656e+00
2.516041656049576858e+00	1.199012681227017207e+00
1.401162761373201171e+00	2.587995564495814804e+00
2.030127224812566578e+00	2.467419560394961131e+00
2.349553625374918298e+00	1.881076387965748831e+00
2.611195402514810304e+00	1.231566253031384672e+00
1.824874664449407824e+00	2.502529370350007998e+00
1.264452137548932376e+00	1.527013580323212327e+00
1.461393042634782979e+00	3.025986967401793848e+00
7.851051613229902415e-01	2.476796792498409339e+00
2.497657184670376562e+00	1.348572146862148990e+00
2.721488668564894020e+00	8.034756263267621712e-01
1.674437739428820571e+00	1.776275429995864075e+00
2.955853465184741236e+00	1.536643630698266261e+00
2.156500878327510584e+00	1.645070307062449944e+00
1.617336020185090373e+00	2.529673126502459901e+00
2.245591925495217023e+00	1.734501358803181237e+00
3.188751727010653791e+00	1.013639555288732064e+00
1.990963548835983143e+00	2.041629219231385406e+00
2.834206388586589576e+00	6.214661102534013715e-01
3.589005790885517744e-01	4.063779635252783962e+00
